GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Tue May 26 05:57:03 2015
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Sulfurimonas_denitrificans_DSM_1251/GeneMark_hmm_combined.mod
RBS: true
Model information: Sulfurimonas_denitrificans_DSM_1251

FASTA definition line: AD-820-E17_NODE_1_length_88502_cov_101.2_ID_1
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  704        -        4238       >4549          312        1

FASTA definition line: AD-820-E17_NODE_35_length_4137_cov_118.327_ID_69
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  705        -          57        2540         2484        1
  706        +        2793        4094         1302        1

FASTA definition line: AD-820-E17_NODE_36_length_4105_cov_12.4383_ID_71
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  707        +          98         337          240        2
  708        +         294        1430         1137        1
  709        +        1440        3254         1815        1
  710        +        3373        4056          684        2

FASTA definition line: AD-820-E17_NODE_38_length_4031_cov_9.95749_ID_75
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  711        +          30         122           93        1
  712        +          94         579          486        1
  713        +         736        1857         1122        1
  714        -        1894        2811          918        1
  715        -        2881        3315          435        1
  716        -        3331        3960          630        2

FASTA definition line: AD-820-E17_NODE_37_length_3955_cov_121.013_ID_73
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  717        -          56        2911         2856        1
  718        +        3266       >3955          690        1

FASTA definition line: AD-820-E17_NODE_39_length_3890_cov_67.7599_ID_77
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  719        +          <1        1095         1095        1
  720        +        1107        1322          216        1
  721        -        1382        1669          288        1
  722        +        1770        2789         1020        1
  723        +        2790       >3890         1101        1

FASTA definition line: AD-820-E17_NODE_40_length_3792_cov_6.578_ID_79
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  724        +          <2        1534         1533        1
  725        -        1591        2157          567        1
  726        -        2165        3778         1614        1

FASTA definition line: AD-820-E17_NODE_41_length_3088_cov_73.0191_ID_81
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  727        +         196         786          591        1
  728        +         790        1305          516        1
  729        +        1306        1791          486        1
  730        +        1781       >3088         1308        1

FASTA definition line: AD-820-E17_NODE_42_length_2880_cov_6.82124_ID_87
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  731        -          <3         284          282        2
  732        -         531         737          207        2
  733        +         861        1568          708        1
  734        -        1682        1933          252        1
  735        -        1934        2704          771        1

