GeneMark.hmm PROKARYOTIC (Version 3.26)
Date: Tue May 26 05:59:49 2015
Sequence file name: seq.fna
Model file name: GeneMark_hmm_combined.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: AD-820-E17_NODE_1_length_88502_cov_101.2_ID_1
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  707        -          57        2540         2484        1
  708        +        2793        4094         1302        1

FASTA definition line: AD-820-E17_NODE_36_length_4105_cov_12.4383_ID_71
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  709        +          98         337          240        2
  710        +         294        1430         1137        1
  711        +        1440        3254         1815        1
  712        +        3373        4056          684        2

FASTA definition line: AD-820-E17_NODE_38_length_4031_cov_9.95749_ID_75
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  713        +          30         122           93        1
  714        +          94         579          486        1
  715        +         736        1857         1122        1
  716        -        1894        2811          918        1
  717        -        2881        3315          435        1
  718        -        3331        3960          630        1

FASTA definition line: AD-820-E17_NODE_37_length_3955_cov_121.013_ID_73
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  719        -          56        2911         2856        1
  720        +        3266       >3955          690        1

FASTA definition line: AD-820-E17_NODE_39_length_3890_cov_67.7599_ID_77
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  721        +          <1        1095         1095        1
  722        +        1107        1322          216        1
  723        -        1382        1669          288        1
  724        +        1770        2789         1020        1
  725        +        2790       >3890         1101        1

FASTA definition line: AD-820-E17_NODE_40_length_3792_cov_6.578_ID_79
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  726        +          <2        1534         1533        1
  727        -        1591        2157          567        1
  728        -        2165        3778         1614        1

FASTA definition line: AD-820-E17_NODE_41_length_3088_cov_73.0191_ID_81
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  729        +         196         786          591        1
  730        +         790        1305          516        1
  731        +        1306        1791          486        1
  732        +        1781       >3088         1308        1

FASTA definition line: AD-820-E17_NODE_42_length_2880_cov_6.82124_ID_87
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
    #                                         Length
  733        -          <3         284          282        1
  734        +         861        1568          708        1
  735        -        1682        1933          252        1
  736        -        1934        2704          771        1

